date,country,variant,new_cases,new_deaths,hospitalized
2040-05-20,USA,Alpha,474,9,4030
2040-05-21,USA,Alpha,516,7,1413
2040-05-22,India,Delta,477,8,487
2040-05-23,India,Delta,456,14,4096
2040-05-24,USA,Omicron,494,10,4525
2040-05-25,Brazil,BA.5,489,13,2316
2040-05-26,Brazil,Delta,472,7,3218
2040-05-27,Canada,BA.5,505,18,3356
2040-05-28,USA,Alpha,503,13,93
2040-05-29,Canada,Alpha,473,9,770
2040-05-30,Germany,BA.5,549,9,3753
2040-05-31,Brazil,XBB,534,17,2718
2040-06-01,Germany,Omicron,527,8,1093
2040-06-02,Germany,Omicron,506,10,2950
2040-06-03,USA,XBB,486,12,4466
2040-06-04,Brazil,BA.5,503,10,2979
2040-06-05,Canada,BA.5,495,11,4403
2040-06-06,Germany,Delta,523,9,1081
2040-06-07,USA,Alpha,485,4,3936
2040-06-08,India,Alpha,487,6,3080
2040-06-09,Brazil,BA.5,491,9,25
2040-06-10,India,Delta,532,6,1179
2040-06-11,Canada,Delta,512,16,4810
2040-06-12,Canada,Omicron,524,4,2421
2040-06-13,Canada,Omicron,498,13,2718
2040-06-14,Brazil,BA.5,489,14,4593
2040-06-15,Germany,Omicron,481,11,4812
2040-06-16,USA,Delta,524,11,655
2040-06-17,Germany,XBB,514,7,2762
2040-06-18,Brazil,Alpha,534,11,4911
2040-06-19,India,BA.5,535,11,754
2040-06-20,USA,Omicron,506,10,1425
2040-06-21,Canada,Omicron,484,9,3055
2040-06-22,India,Delta,478,8,4490
2040-06-23,Germany,Omicron,534,7,2661
2040-06-24,USA,Alpha,524,9,710
2040-06-25,Canada,BA.5,469,14,3921
2040-06-26,USA,Omicron,468,10,3173
2040-06-27,Germany,XBB,476,13,2302
2040-06-28,Brazil,XBB,499,10,1042
2040-06-29,Germany,BA.5,490,7,4944
2040-06-30,Brazil,XBB,490,11,2073
2040-07-01,Canada,XBB,523,14,3603
2040-07-02,Germany,Omicron,494,5,746
2040-07-03,Germany,XBB,473,11,4885
2040-07-04,Germany,Omicron,483,12,865
2040-07-05,Germany,Alpha,545,13,997
2040-07-06,Brazil,Delta,530,17,1589
2040-07-07,Brazil,Omicron,518,12,1530
2040-07-08,India,Delta,539,6,4151
2040-07-09,Canada,Omicron,485,5,2563
2040-07-10,Canada,Omicron,523,14,386
2040-07-11,Brazil,BA.5,526,4,217
2040-07-12,India,Omicron,510,13,2803
2040-07-13,India,XBB,514,5,4527
2040-07-14,Germany,XBB,512,15,1541
2040-07-15,India,Omicron,517,11,927
2040-07-16,Canada,Alpha,477,10,132
2040-07-17,USA,XBB,533,4,4945
2040-07-18,Brazil,Delta,524,13,4898
2040-07-19,Germany,Alpha,477,6,4070
2040-07-20,India,Delta,514,8,102
2040-07-21,Brazil,Omicron,484,9,2997
2040-07-22,Brazil,Omicron,532,15,1587
2040-07-23,Brazil,Omicron,513,6,4179
2040-07-24,Canada,XBB,514,13,13
2040-07-25,Germany,Alpha,504,7,3686
2040-07-26,USA,Delta,458,13,3449
2040-07-27,Germany,BA.5,477,10,2903
2040-07-28,India,Alpha,509,16,3626
2040-07-29,Germany,Delta,527,10,635
2040-07-30,Canada,BA.5,502,9,2162
2040-07-31,USA,Alpha,498,9,4037
2040-08-01,Germany,Alpha,493,13,3441
2040-08-02,India,Omicron,484,13,1137
2040-08-03,Germany,Alpha,470,12,4999
2040-08-04,Canada,Delta,479,9,3894
2040-08-05,Brazil,Omicron,475,8,417
2040-08-06,Canada,Alpha,512,6,2073
2040-08-07,Canada,Omicron,531,9,4413
2040-08-08,Canada,BA.5,498,7,4241
2040-08-09,USA,Delta,518,9,263
2040-08-10,Germany,BA.5,502,10,3378
2040-08-11,India,Delta,495,12,2296
2040-08-12,Brazil,XBB,517,9,106
2040-08-13,Brazil,BA.5,499,12,3045
2040-08-14,USA,XBB,460,11,1895
2040-08-15,India,Omicron,492,4,1919
2040-08-16,Brazil,BA.5,500,9,3592
2040-08-17,India,Alpha,492,11,937
2040-08-18,India,Delta,493,12,1097
2040-08-19,Germany,Alpha,483,10,4210
2040-08-20,USA,Alpha,531,11,4466
2040-08-21,Canada,Omicron,476,7,4653
2040-08-22,Canada,Omicron,511,14,775
2040-08-23,Brazil,Alpha,496,9,1368
2040-08-24,Brazil,Alpha,484,10,1625
2040-08-25,USA,Alpha,516,7,4642
2040-08-26,Germany,Delta,459,11,3949
2040-08-27,Brazil,Omicron,538,12,683
2040-08-28,Brazil,BA.5,515,10,3504
2040-08-29,India,Omicron,478,10,535
2040-08-30,USA,Alpha,532,9,952
2040-08-31,Canada,BA.5,469,12,3240
2040-09-01,USA,BA.5,482,14,1579
2040-09-02,Canada,BA.5,494,11,3045
2040-09-03,India,Omicron,514,9,754
2040-09-04,Germany,Alpha,524,6,3973
2040-09-05,Canada,Alpha,496,9,167
2040-09-06,India,XBB,483,13,4710
2040-09-07,Germany,Delta,530,8,1036
2040-09-08,India,Omicron,493,8,2227
2040-09-09,Germany,XBB,491,11,4853
2040-09-10,Brazil,XBB,515,9,2170
2040-09-11,Germany,XBB,511,15,1813
2040-09-12,Canada,Omicron,494,9,252
2040-09-13,Germany,Delta,517,9,3462
2040-09-14,USA,BA.5,524,7,3985
2040-09-15,Germany,Delta,523,7,4570
2040-09-16,India,Delta,474,5,2303
2040-09-17,Canada,Alpha,504,13,817
2040-09-18,Brazil,XBB,481,13,644
2040-09-19,Brazil,XBB,541,10,4877
2040-09-20,India,BA.5,524,10,1968
2040-09-21,Brazil,Alpha,542,15,513
2040-09-22,Canada,BA.5,478,12,2060
2040-09-23,India,Omicron,497,12,394
2040-09-24,Canada,Alpha,470,14,232
2040-09-25,Brazil,XBB,505,14,4370
2040-09-26,Brazil,BA.5,508,10,259
2040-09-27,USA,Alpha,512,15,4722
2040-09-28,India,Alpha,478,14,1716
2040-09-29,Germany,Delta,530,11,4656
2040-09-30,India,Alpha,465,8,3395
2040-10-01,Canada,Alpha,503,10,1807
2040-10-02,Brazil,XBB,524,11,1561
2040-10-03,USA,Omicron,517,9,926
2040-10-04,India,BA.5,490,10,2678
2040-10-05,Canada,Omicron,526,11,4751
2040-10-06,USA,Alpha,488,10,175
2040-10-07,USA,XBB,498,17,313
2040-10-08,USA,XBB,500,14,4851
2040-10-09,Brazil,XBB,526,14,3440
2040-10-10,Canada,XBB,497,8,268
2040-10-11,USA,Delta,508,9,1877
2040-10-12,Brazil,Alpha,495,14,548
2040-10-13,Brazil,Delta,514,8,918
2040-10-14,Brazil,Delta,528,14,2130
2040-10-15,India,Alpha,487,7,4147
2040-10-16,Brazil,XBB,494,7,1268
2040-10-17,Canada,BA.5,553,10,3447
2040-10-18,Germany,XBB,473,7,4747
2040-10-19,India,XBB,492,8,2698
2040-10-20,USA,Delta,498,9,2247
2040-10-21,Brazil,Omicron,473,7,1290
2040-10-22,India,XBB,533,9,2569
2040-10-23,India,Alpha,514,8,4380
2040-10-24,Canada,Alpha,470,11,846
2040-10-25,USA,Alpha,482,9,4220
2040-10-26,Germany,Delta,536,7,3180
2040-10-27,Germany,BA.5,492,8,934
2040-10-28,India,BA.5,501,14,4652
2040-10-29,India,BA.5,512,16,3036
2040-10-30,USA,XBB,534,9,4920
2040-10-31,India,XBB,514,11,2671
2040-11-01,Brazil,Omicron,479,10,2956
2040-11-02,Germany,Omicron,460,10,166
2040-11-03,Brazil,Omicron,503,9,17
2040-11-04,Canada,Delta,470,9,2445
2040-11-05,India,BA.5,517,16,3231
2040-11-06,USA,XBB,478,10,803
2040-11-07,Canada,Omicron,507,10,109
2040-11-08,Canada,Delta,522,13,2908
2040-11-09,USA,Omicron,510,11,412
2040-11-10,Canada,XBB,498,13,3593
2040-11-11,Brazil,Omicron,509,12,1891
2040-11-12,Canada,Delta,484,10,1594
2040-11-13,USA,Delta,485,7,2916
2040-11-14,Germany,Omicron,491,8,661
2040-11-15,India,XBB,511,11,3149
2040-11-16,USA,Delta,517,12,893
2040-11-17,Brazil,BA.5,516,8,1169
2040-11-18,Brazil,Delta,470,7,4881
2040-11-19,Germany,Alpha,505,12,2228
2040-11-20,Brazil,Omicron,521,2,3939
2040-11-21,USA,BA.5,556,10,822
2040-11-22,Brazil,XBB,486,7,3538
2040-11-23,Germany,BA.5,507,8,3045
2040-11-24,Germany,Delta,479,14,1294
2040-11-25,Canada,Delta,477,14,307
2040-11-26,Canada,Alpha,474,12,3488
2040-11-27,Brazil,BA.5,498,12,618
2040-11-28,Brazil,Delta,516,16,679
2040-11-29,Brazil,XBB,497,12,1038
2040-11-30,Brazil,XBB,545,10,702
2040-12-01,Canada,BA.5,537,18,2665
2040-12-02,USA,BA.5,471,10,3760
2040-12-03,USA,Alpha,514,6,4262
2040-12-04,USA,BA.5,481,12,542
2040-12-05,Canada,XBB,512,15,3952
2040-12-06,USA,BA.5,492,11,1936
2040-12-07,USA,Delta,534,6,4076
2040-12-08,Canada,Delta,510,8,1911
2040-12-09,India,BA.5,490,11,4527
2040-12-10,Brazil,Omicron,526,16,1246
2040-12-11,Brazil,BA.5,511,17,3758
2040-12-12,India,Alpha,473,11,3372
2040-12-13,Germany,XBB,484,8,2062
2040-12-14,USA,XBB,501,20,63
2040-12-15,India,BA.5,487,9,4425
2040-12-16,USA,Omicron,497,13,2797
2040-12-17,India,XBB,507,5,975
2040-12-18,Brazil,Omicron,455,8,2156
2040-12-19,USA,XBB,511,11,687
2040-12-20,Canada,Delta,512,10,2846
2040-12-21,Brazil,Alpha,480,8,1858
2040-12-22,Brazil,XBB,498,10,4012
2040-12-23,Brazil,BA.5,490,13,4849
2040-12-24,USA,Delta,516,14,3481
2040-12-25,Germany,Omicron,509,13,4862
2040-12-26,India,Alpha,500,4,540
2040-12-27,India,Omicron,492,9,3295
2040-12-28,Canada,Omicron,448,9,3441
2040-12-29,Germany,XBB,520,14,603
2040-12-30,Brazil,Delta,480,10,4509
2040-12-31,India,Alpha,521,8,3097
2041-01-01,USA,Delta,504,10,1621
2041-01-02,Brazil,Delta,530,7,3927
2041-01-03,Brazil,XBB,510,13,2668
2041-01-04,Germany,Omicron,476,9,409
2041-01-05,Germany,Delta,469,15,1990
2041-01-06,India,Omicron,504,10,172
2041-01-07,India,Delta,504,8,2134
2041-01-08,Brazil,Alpha,502,9,3393
2041-01-09,Canada,BA.5,479,6,629
2041-01-10,Brazil,BA.5,498,10,3594
2041-01-11,USA,BA.5,506,9,4789
2041-01-12,Canada,XBB,502,11,1933
2041-01-13,India,XBB,516,13,3006
2041-01-14,Canada,Omicron,540,15,2764
2041-01-15,Canada,XBB,465,13,2688
2041-01-16,India,BA.5,478,8,4456
2041-01-17,USA,XBB,488,8,4634
2041-01-18,USA,BA.5,532,12,4218
2041-01-19,Germany,Delta,520,13,1986
2041-01-20,Germany,BA.5,500,11,3940
2041-01-21,USA,BA.5,498,8,4327
2041-01-22,USA,Alpha,533,12,1165
2041-01-23,Germany,Alpha,506,8,2673
2041-01-24,Germany,Alpha,462,13,1171
2041-01-25,USA,Alpha,491,9,2596
2041-01-26,India,BA.5,516,12,661
2041-01-27,USA,Omicron,490,12,1718
2041-01-28,India,Alpha,528,11,4409
2041-01-29,India,XBB,537,6,4875
2041-01-30,India,XBB,484,5,3609
2041-01-31,Germany,XBB,485,7,2403
2041-02-01,Brazil,BA.5,496,6,3189
2041-02-02,USA,Delta,567,12,2748
2041-02-03,Canada,Delta,464,9,4632
2041-02-04,Canada,Alpha,502,12,964
2041-02-05,USA,XBB,502,5,4570
2041-02-06,India,Alpha,476,9,932
2041-02-07,Germany,BA.5,545,6,75
2041-02-08,Germany,XBB,492,11,2982
2041-02-09,India,Alpha,479,7,4373
2041-02-10,USA,Omicron,505,12,202
2041-02-11,Canada,BA.5,493,15,3196
2041-02-12,Germany,BA.5,489,11,1343
2041-02-13,India,BA.5,538,8,1272
2041-02-14,Germany,Omicron,485,12,3498
2041-02-15,India,Delta,468,6,619
2041-02-16,Germany,Delta,533,7,3894
2041-02-17,Canada,Omicron,452,9,1018
2041-02-18,Germany,Delta,483,15,4234
2041-02-19,USA,Omicron,484,15,1039
2041-02-20,Brazil,Alpha,494,12,2200
2041-02-21,India,Omicron,481,8,922
2041-02-22,Brazil,Delta,467,14,3194
2041-02-23,Canada,Omicron,530,17,1195
2041-02-24,Canada,Omicron,545,8,1477
2041-02-25,Brazil,XBB,504,13,3382
2041-02-26,Canada,Omicron,534,4,334
2041-02-27,Canada,Delta,500,8,1780
2041-02-28,India,BA.5,490,11,1808
2041-03-01,India,Alpha,464,8,3440
2041-03-02,India,Omicron,498,5,2087
2041-03-03,USA,Delta,527,11,3781
2041-03-04,USA,Delta,491,13,586
2041-03-05,USA,XBB,499,6,4845
2041-03-06,USA,Delta,499,8,2356
2041-03-07,Brazil,BA.5,511,10,1744
2041-03-08,India,Delta,485,15,1088
2041-03-09,Canada,BA.5,497,7,4992
2041-03-10,Germany,Alpha,500,11,934
2041-03-11,USA,Omicron,524,14,211
2041-03-12,Canada,Alpha,483,6,4522
2041-03-13,India,Omicron,514,12,3350
2041-03-14,Brazil,Alpha,568,8,761
2041-03-15,Canada,BA.5,553,12,244
2041-03-16,Germany,Omicron,499,10,4587
2041-03-17,Canada,Omicron,534,3,30
2041-03-18,India,Alpha,467,14,3948
2041-03-19,Canada,XBB,502,10,1203
2041-03-20,Brazil,XBB,489,10,3461
2041-03-21,India,Alpha,482,13,302
2041-03-22,USA,Delta,512,10,2094
2041-03-23,India,Alpha,446,11,2166
2041-03-24,Canada,BA.5,463,7,4142
2041-03-25,Germany,BA.5,496,9,1097
2041-03-26,India,Delta,496,9,3611
2041-03-27,India,XBB,454,7,55
2041-03-28,India,BA.5,519,16,3649
2041-03-29,India,BA.5,486,16,762
2041-03-30,Canada,Omicron,491,5,135
2041-03-31,USA,Omicron,501,9,928
2041-04-01,Germany,Delta,506,7,459
2041-04-02,India,BA.5,509,12,855
2041-04-03,Germany,Alpha,488,10,2255
2041-04-04,Canada,XBB,496,5,2256
2041-04-05,USA,Delta,510,14,1202
2041-04-06,India,Alpha,542,12,3939
2041-04-07,USA,Alpha,477,6,1987
2041-04-08,India,Delta,551,10,3660
2041-04-09,India,Delta,527,9,2540
2041-04-10,Brazil,BA.5,510,16,3
2041-04-11,Germany,XBB,490,7,519
2041-04-12,USA,BA.5,471,6,4155
2041-04-13,Germany,Alpha,522,6,2487
2041-04-14,Germany,BA.5,481,10,4488
2041-04-15,Germany,BA.5,491,8,623
2041-04-16,USA,XBB,521,8,4971
2041-04-17,India,Omicron,509,15,3149
2041-04-18,India,XBB,508,13,1731
2041-04-19,India,BA.5,490,9,1189
2041-04-20,India,Omicron,477,9,4445
2041-04-21,India,Alpha,520,10,1630
2041-04-22,India,XBB,502,11,1665
2041-04-23,Canada,Delta,474,6,591
2041-04-24,Canada,Alpha,506,10,3027
2041-04-25,India,Omicron,466,13,1900
2041-04-26,USA,Alpha,481,10,2949
2041-04-27,Germany,Delta,522,12,4837
2041-04-28,Germany,Delta,470,12,1365
2041-04-29,USA,XBB,482,11,633
2041-04-30,Canada,XBB,510,8,3716
2041-05-01,Germany,BA.5,463,8,557
2041-05-02,Canada,BA.5,502,13,1860
2041-05-03,Brazil,Alpha,498,5,377
2041-05-04,Germany,Delta,492,9,2615
2041-05-05,Brazil,Alpha,484,10,775
2041-05-06,Brazil,Omicron,481,6,2715
2041-05-07,Brazil,Omicron,481,10,3055
2041-05-08,Brazil,BA.5,517,20,215
2041-05-09,India,Alpha,492,8,2492
2041-05-10,India,Omicron,469,3,1063
2041-05-11,USA,BA.5,519,11,1342
2041-05-12,Germany,Alpha,459,9,2611
2041-05-13,USA,Delta,490,10,2558
2041-05-14,Brazil,Omicron,521,9,250
2041-05-15,USA,Omicron,453,10,2891
2041-05-16,India,Delta,515,11,1946
2041-05-17,Canada,BA.5,479,7,1590
2041-05-18,Canada,Omicron,508,8,4968
2041-05-19,Canada,Delta,479,11,3036
2041-05-20,Canada,BA.5,510,15,4496
2041-05-21,Canada,XBB,492,13,4735
2041-05-22,Germany,BA.5,496,4,1727
2041-05-23,Brazil,Omicron,527,14,3446
2041-05-24,India,BA.5,537,13,3985
2041-05-25,Canada,Omicron,511,11,2962
2041-05-26,Germany,BA.5,506,9,4410
2041-05-27,India,XBB,502,10,2567
2041-05-28,Canada,BA.5,525,8,2609
2041-05-29,Brazil,XBB,485,9,1597
2041-05-30,USA,Omicron,537,14,1928
2041-05-31,Brazil,BA.5,486,10,524
2041-06-01,Brazil,Delta,509,10,1320
2041-06-02,Canada,XBB,471,9,493
2041-06-03,USA,Alpha,500,11,3466
2041-06-04,USA,XBB,495,13,1269
2041-06-05,India,BA.5,494,7,3123
2041-06-06,Germany,XBB,507,19,752
2041-06-07,India,BA.5,476,9,348
2041-06-08,Canada,Omicron,515,10,408
2041-06-09,USA,Omicron,485,9,3356
2041-06-10,Brazil,Delta,489,3,4669
2041-06-11,Brazil,Alpha,531,10,2508
2041-06-12,Germany,Omicron,491,11,4617
2041-06-13,Canada,Delta,467,9,4365
2041-06-14,Canada,Alpha,491,5,1262
2041-06-15,India,Delta,494,12,143
2041-06-16,USA,Omicron,506,9,490
2041-06-17,USA,Alpha,489,9,2634
2041-06-18,Germany,Omicron,472,11,305
2041-06-19,Brazil,BA.5,522,8,3314
2041-06-20,India,Alpha,503,11,3613
2041-06-21,Germany,Delta,476,10,3891
2041-06-22,USA,BA.5,517,13,3559
2041-06-23,India,Delta,505,10,1642
2041-06-24,Canada,Omicron,474,11,3982
2041-06-25,Brazil,Omicron,524,7,12
2041-06-26,USA,BA.5,537,9,2288
2041-06-27,USA,BA.5,523,10,170
2041-06-28,Germany,Alpha,511,12,1018
2041-06-29,Brazil,Delta,484,15,1402
2041-06-30,USA,XBB,495,9,3421
2041-07-01,USA,Omicron,508,10,3463
2041-07-02,USA,XBB,511,10,2554
2041-07-03,Germany,XBB,506,11,4683
2041-07-04,USA,BA.5,487,9,1597
2041-07-05,Germany,Delta,483,10,2176
2041-07-06,Canada,XBB,501,7,4701
2041-07-07,Canada,Delta,509,11,1513
2041-07-08,Canada,BA.5,472,3,246
2041-07-09,Canada,XBB,468,12,4380
2041-07-10,India,XBB,530,9,4087
2041-07-11,India,Omicron,463,12,2266
2041-07-12,Canada,XBB,491,8,1898
2041-07-13,Canada,Alpha,473,9,3419
2041-07-14,Brazil,BA.5,503,9,2308
2041-07-15,USA,Alpha,463,14,2537
2041-07-16,Brazil,XBB,516,11,4983
2041-07-17,Brazil,XBB,482,6,1774
2041-07-18,Brazil,Alpha,498,5,4827
2041-07-19,Brazil,Omicron,507,10,1905
2041-07-20,Brazil,Omicron,483,5,1211
2041-07-21,Brazil,Alpha,518,6,91
2041-07-22,Canada,Alpha,457,18,4998
2041-07-23,Brazil,BA.5,516,8,1328
2041-07-24,India,Omicron,520,15,3880
2041-07-25,USA,Delta,476,9,3747
2041-07-26,India,XBB,471,6,3000
2041-07-27,Germany,XBB,527,7,3738
2041-07-28,India,Alpha,474,10,341
2041-07-29,Germany,Delta,505,10,814
2041-07-30,Canada,Omicron,489,18,4661
2041-07-31,Germany,Omicron,505,11,1481
2041-08-01,Brazil,Omicron,476,14,3573
2041-08-02,Brazil,Alpha,532,10,2528
2041-08-03,Brazil,Alpha,522,8,1292
2041-08-04,Germany,XBB,477,5,484
2041-08-05,Germany,XBB,515,12,2630
2041-08-06,Germany,Omicron,469,10,4567
2041-08-07,USA,XBB,483,7,3676
2041-08-08,USA,XBB,488,12,3417
2041-08-09,USA,Omicron,548,10,4151
2041-08-10,Brazil,Alpha,515,12,4191
2041-08-11,Canada,XBB,489,13,3641
2041-08-12,India,Alpha,511,8,959
2041-08-13,USA,Delta,517,8,4990
2041-08-14,India,Alpha,524,10,1184
2041-08-15,USA,BA.5,523,10,2103
2041-08-16,Germany,BA.5,491,10,3998
2041-08-17,Germany,Omicron,481,3,4499
2041-08-18,Brazil,BA.5,534,9,3434
2041-08-19,Brazil,Delta,464,7,3727
2041-08-20,India,Alpha,510,11,453
2041-08-21,Brazil,Alpha,500,7,4747
2041-08-22,Canada,XBB,511,7,4541
2041-08-23,Canada,XBB,521,10,4806
2041-08-24,Canada,XBB,486,9,2802
2041-08-25,Brazil,Alpha,464,7,2362
2041-08-26,USA,Alpha,477,5,4937
2041-08-27,India,XBB,453,6,3799
2041-08-28,India,Alpha,534,5,2427
2041-08-29,India,Delta,457,12,398
2041-08-30,USA,XBB,500,8,1288
2041-08-31,Brazil,BA.5,496,13,2760
2041-09-01,USA,XBB,493,9,479
2041-09-02,Germany,BA.5,533,10,815
2041-09-03,USA,Omicron,509,10,2800
2041-09-04,Brazil,BA.5,500,7,3674
2041-09-05,USA,Delta,523,12,3658
2041-09-06,Brazil,Alpha,517,8,589
2041-09-07,USA,Delta,482,7,4501
2041-09-08,USA,Omicron,531,8,4357
2041-09-09,India,Delta,494,9,3289
2041-09-10,India,Delta,467,16,4075
2041-09-11,India,Omicron,528,8,4865
2041-09-12,Brazil,Delta,497,9,3956
2041-09-13,Canada,Omicron,449,13,2978
2041-09-14,Canada,Alpha,474,15,1995
2041-09-15,Canada,XBB,535,10,643
2041-09-16,Canada,Alpha,510,8,605
2041-09-17,Brazil,Alpha,468,9,4621
2041-09-18,India,Alpha,535,9,1503
2041-09-19,India,Delta,485,5,1264
2041-09-20,India,Alpha,494,10,3486
2041-09-21,Brazil,Omicron,513,9,1856
2041-09-22,USA,Omicron,506,4,1252
2041-09-23,Germany,Omicron,469,10,3540
2041-09-24,Brazil,Omicron,480,5,3244
2041-09-25,USA,Alpha,486,10,966
2041-09-26,India,BA.5,484,5,4436
2041-09-27,India,XBB,476,3,749
2041-09-28,Canada,BA.5,496,10,4935
2041-09-29,Canada,Delta,477,10,1977
2041-09-30,USA,Alpha,491,9,457
2041-10-01,Germany,BA.5,493,13,4343
2041-10-02,USA,Alpha,492,8,4038
2041-10-03,USA,Omicron,492,9,2986
2041-10-04,Germany,Delta,498,10,3292
2041-10-05,USA,BA.5,478,14,2275
2041-10-06,USA,XBB,483,15,1137
2041-10-07,Brazil,Omicron,537,4,1582
2041-10-08,Germany,Omicron,529,5,910
2041-10-09,India,Delta,477,6,3020
2041-10-10,Canada,Omicron,502,7,995
2041-10-11,India,Omicron,522,12,1867
2041-10-12,India,BA.5,514,17,4616
2041-10-13,Canada,Omicron,508,9,3974
2041-10-14,Canada,Delta,496,13,2124
2041-10-15,USA,Alpha,500,15,2640
2041-10-16,Germany,Delta,471,11,4777
2041-10-17,Canada,Delta,501,15,2756
2041-10-18,Germany,Alpha,530,16,261
2041-10-19,USA,BA.5,505,8,4775
2041-10-20,India,XBB,516,6,2714
2041-10-21,Canada,XBB,543,16,1863
2041-10-22,Canada,Delta,502,14,3968
2041-10-23,USA,BA.5,489,10,1664
2041-10-24,Germany,BA.5,537,10,1037
2041-10-25,Germany,BA.5,515,11,1144
2041-10-26,Brazil,BA.5,476,7,3988
2041-10-27,India,Delta,485,10,1714
2041-10-28,Brazil,Omicron,520,14,2619
2041-10-29,Germany,XBB,502,10,2321
2041-10-30,Brazil,XBB,480,9,1867
2041-10-31,Germany,Alpha,526,4,2146
2041-11-01,Canada,Delta,531,9,1957
2041-11-02,USA,XBB,487,16,2431
2041-11-03,Brazil,Delta,476,10,3942
2041-11-04,Canada,Delta,476,14,494
2041-11-05,Canada,BA.5,491,15,3357
2041-11-06,USA,Alpha,487,11,1831
2041-11-07,USA,Delta,451,7,4135
2041-11-08,Canada,XBB,513,11,4035
2041-11-09,Canada,XBB,527,7,1026
2041-11-10,Brazil,Alpha,528,9,1170
2041-11-11,Brazil,Delta,490,7,1476
2041-11-12,India,BA.5,513,10,4971
2041-11-13,India,Alpha,457,9,3806
2041-11-14,Canada,Delta,519,11,2800
2041-11-15,India,Alpha,485,17,3856
2041-11-16,Canada,BA.5,482,5,4545
2041-11-17,USA,Omicron,493,13,907
2041-11-18,USA,Omicron,508,11,2229
2041-11-19,Brazil,Omicron,498,6,876
2041-11-20,Germany,BA.5,517,10,1338
2041-11-21,Canada,BA.5,514,10,3006
2041-11-22,Brazil,Alpha,522,9,319
2041-11-23,India,XBB,535,8,2140
2041-11-24,Canada,BA.5,479,12,885
2041-11-25,Brazil,BA.5,525,12,3930
2041-11-26,India,Omicron,486,9,1785
2041-11-27,Canada,Omicron,525,17,878
2041-11-28,Brazil,Omicron,492,13,4846
2041-11-29,Germany,XBB,460,10,3041
2041-11-30,Brazil,Omicron,531,10,1039
2041-12-01,Canada,Omicron,482,10,2660
2041-12-02,India,XBB,513,7,3386
2041-12-03,Canada,Omicron,517,11,4625
2041-12-04,Canada,Alpha,534,9,4880
2041-12-05,Brazil,Alpha,557,8,2758
2041-12-06,Canada,Delta,519,7,3748
2041-12-07,USA,Alpha,456,8,3169
2041-12-08,Germany,XBB,501,9,637
2041-12-09,India,Omicron,506,9,2580
2041-12-10,Germany,Delta,479,7,2566
2041-12-11,Brazil,BA.5,546,6,541
2041-12-12,Brazil,BA.5,557,10,4917
2041-12-13,USA,Alpha,504,6,2072
2041-12-14,Brazil,Delta,497,10,2314
2041-12-15,Brazil,BA.5,520,14,3529
2041-12-16,Brazil,BA.5,539,7,2975
2041-12-17,Germany,BA.5,507,16,4731
2041-12-18,USA,Alpha,505,17,2307
2041-12-19,Canada,Alpha,479,10,2858
2041-12-20,India,Delta,481,6,2159
2041-12-21,USA,Alpha,473,9,1417
2041-12-22,Germany,Alpha,520,12,4415
2041-12-23,Canada,XBB,521,14,176
2041-12-24,Canada,Alpha,497,6,369
2041-12-25,India,Delta,493,9,4108
2041-12-26,Canada,Alpha,503,13,4916
2041-12-27,USA,Alpha,470,9,4011
2041-12-28,Canada,XBB,492,8,1589
2041-12-29,Germany,Delta,466,12,3536
2041-12-30,Canada,BA.5,492,7,1375
2041-12-31,Germany,XBB,497,10,1210
2042-01-01,Canada,Alpha,476,7,2505
2042-01-02,India,Omicron,529,14,986
2042-01-03,USA,XBB,475,14,2024
2042-01-04,Germany,XBB,503,11,2088
2042-01-05,Canada,Delta,489,6,2240
2042-01-06,Brazil,BA.5,477,12,433
2042-01-07,Brazil,BA.5,498,8,3025
2042-01-08,USA,BA.5,479,10,2473
2042-01-09,Germany,XBB,520,11,1086
2042-01-10,India,Omicron,484,10,138
2042-01-11,India,Delta,494,14,4139
2042-01-12,USA,Omicron,515,7,1234
2042-01-13,India,BA.5,504,9,2651
2042-01-14,Canada,XBB,504,10,3968
2042-01-15,USA,BA.5,500,5,229
2042-01-16,Germany,Omicron,497,10,3735
2042-01-17,India,BA.5,478,10,1886
2042-01-18,Canada,Alpha,521,10,302
2042-01-19,India,Delta,519,7,3084
2042-01-20,USA,Omicron,542,10,293
2042-01-21,USA,Alpha,514,9,4419
2042-01-22,India,BA.5,518,11,4504
2042-01-23,USA,Delta,481,8,4799
2042-01-24,Brazil,Delta,498,6,1705
2042-01-25,USA,Delta,524,7,4269
2042-01-26,Germany,XBB,524,9,2565
2042-01-27,India,Delta,520,8,2778
2042-01-28,Brazil,Alpha,518,15,1096
2042-01-29,India,Omicron,462,10,3128
2042-01-30,USA,Alpha,520,7,4028
2042-01-31,Brazil,BA.5,495,11,4312
2042-02-01,India,XBB,515,12,2866
2042-02-02,USA,XBB,511,10,1398
2042-02-03,USA,BA.5,483,10,2246
2042-02-04,India,Omicron,460,12,3366
2042-02-05,India,XBB,512,12,1667
2042-02-06,India,BA.5,511,6,3399
2042-02-07,Brazil,BA.5,528,11,504
2042-02-08,Brazil,BA.5,463,9,2134
2042-02-09,Germany,BA.5,479,12,4379
2042-02-10,Brazil,Delta,539,10,4833
2042-02-11,USA,Omicron,473,11,1206
2042-02-12,Brazil,BA.5,515,8,515
2042-02-13,India,Delta,519,14,1415
2042-02-14,India,Delta,527,16,1984
